Engine_Temperature,Engine_RPM,Oil_Temperature,Distance_Since_Last_Change,Oil_Viscosity,Load_Weight,Ambient_Temperature,Idle_Time,Oil_Change_In_km
81.6197604123596,976.8189681862028,78.89381089186746,14025.99038131005,5.497278970771118,2449.552948613027,28.9185853238358,27.932063128329712,0.0
76.34092162801828,3705.146751637531,102.64389400517,670.357947996153,5.899544652392462,2092.758983986905,-7.149418895844208,21.221195927082945,7930.211349571449
96.15088563729402,3495.5568996177203,74.34974572474036,609.2336482374288,3.923232552022712,1940.9839795414475,34.32629733619399,16.63485811523674,7616.197090112689
77.34203570397521,3023.790464866054,98.96514629748044,11305.957968044877,4.981996608339312,2026.4388131269725,29.284363972632555,36.31161486290291,0.0
77.7828732475215,1137.062958193618,98.69321659277225,1534.5518896780002,4.101034141565545,1828.010120596532,4.935931966647246,3.920564471146704,8883.077316454299
87.12756775444328,5262.227084809289,71.26096589410885,14510.620286834444,4.970808743777472,1770.5161069575092,11.394307738808164,34.127082567366266,0.0
99.87441586341302,1226.4100166625535,72.83920452319259,13410.938823348046,4.648375149092511,1912.511096957738,44.257121526569215,9.338168500887164,0.0
78.28481665949674,2038.135332635619,112.33101062150352,11266.336463430876,4.150160645617056,1562.13277645568,42.53949178355075,4.569374402953512,398.4596091564108
75.2999542457375,2622.4456076836987,112.90394743521676,10087.986447657697,3.8953022753297866,2107.0620412719404,38.051405139629765,33.45159345400185,0.0
104.17889946020428,1052.3000544289969,75.86060958564579,2283.197490921258,3.720883408381872,1949.590544596268,39.88385293776574,19.884599708037477,7104.957128691268
82.75174743339649,2264.3526220003578,89.08361788579322,14290.077194005396,5.387924401228826,2050.993800917111,12.8088004555268,6.233376068991712,0.0
109.02700707596593,1171.7716392448738,74.39244103583108,10936.73772994981,4.216003636318273,1814.4657340984988,3.659566300411981,2.207511092582801,189.9342780841341
106.12957200012836,5901.180449434118,76.87809423927378,3556.873985859347,4.875136336455988,2363.4135036175576,13.153226524241926,38.35725234172469,3126.456896955404
100.4760156466112,1109.4643572096388,128.8749825103898,13311.395752118697,5.832649240733264,1322.9204432796582,11.19821449324495,20.49754621536685,0.0
88.03082404375434,5271.440484425999,79.89360350444463,12601.18855337462,5.793963138728765,1374.33888304663,16.069870491615646,20.342095306140997,0.0
83.87485020649225,927.6235470231608,77.95821763494106,1702.552875395874,4.484404074093046,2452.8684741050647,11.026589222673294,15.379248170297778,8266.714084250849
96.16050500222303,5386.588862574474,107.9782256146459,11076.468951222634,4.871298233904392,2252.179445635204,17.012451542363863,18.339638876038435,0.0
87.76817301928733,1463.056773374955,120.45018605001756,8949.05685611584,5.672637404165327,2379.676595989029,16.09396561421477,13.919672788581307,1682.5023041915529
84.73854046044775,4451.900490360764,125.1703313484733,449.7598220370358,4.721708017086917,2365.3139851391184,4.280448808460962,14.936594392292037,7307.360956241321
97.35469878389814,5441.2146273099925,79.01688580801834,13873.884958448356,5.730484449266098,2104.328822498961,30.590620262263776,15.59566733774905,0.0
85.38729431843451,3443.7444419124545,126.60713526628476,857.2056972360548,3.6211853995002574,1262.4134620365458,5.608415164747436,2.142509264549544,8551.493671666973
88.5731949568351,5525.379237174653,111.73942606835274,3078.844833654075,4.255716014887689,1789.8503303265834,20.255948128899945,33.86099711805692,4137.380490907472
84.64814871767896,1755.556692588967,72.70866882918375,592.6941532940699,5.052689225339025,2123.9618283724926,42.140492909357214,18.20149503597345,8334.18813702396
93.42363670541874,957.931273758519,94.61354238602117,8915.725163859403,3.6284233089826463,1938.7546342053788,12.8624917894366,12.664766934795102,1689.5888510777852
76.87790549710634,5342.275098354779,128.86384453122093,3239.9012301549437,5.954386799233328,1585.5255239615,1.2488469562209603,30.37532191447592,5167.780487256388
84.09820696138004,1286.8183273471138,112.54153157622947,5211.668042084448,5.95007309903508,1594.5782831424,33.55625951462084,32.02561033988273,5398.956664897936
81.29502756237406,4980.14996831782,77.41804200112733,3335.347883311487,5.644863278728596,2090.982935183624,4.353465023455275,35.24790019613096,4186.292911917226
105.45189483765934,5951.388741064027,122.6926346468426,9626.813522330209,4.5501151107744855,1963.7006744177215,13.021828265344933,7.077557681465136,0.0
87.61712463079367,4884.426022523191,68.47913088952883,1210.065859814662,5.767281208465347,2140.9777193264467,1.6870566882692335,18.820566404630533,6797.941527347727
102.4787172685246,5755.0071042226455,97.67712672569182,11991.45889542906,4.514156855854864,2204.7036559031058,30.376078362745226,29.38015249693755,0.0
78.24316258646178,4570.889986062386,127.28615156588376,8934.277331405248,4.903137269516608,2354.676465575428,17.783764815500135,19.810044916700477,207.74892663467625
105.79138197767595,5408.225867654312,124.47115929100714,894.8219377884509,5.292747455196522,2383.5463866469863,33.75456611363159,20.55352183369272,6064.758807542039
