Engine_Temperature,Engine_RPM,Load_Weight,Distance_Since_Last_Change,Oil_Viscosity,Ambient_Temperature,Idle_Time,Oil_Change_In_km
73.365271518841,1920.6633171059545,283.75839330815074,14460.15124147254,30.177115554015764,2.62576120716502,267.2223731850321,11.420812245261232
84.60875016629471,1678.213233036035,992.1374071312929,8239.051625982105,8.221225631435898,20.10434690958966,152.13388120459678,5507.567770603391
76.24875443122005,2673.607538064339,731.1965878000059,6820.858962625795,34.137848672339985,-6.482379000151597,144.17966785458194,6409.118209621925
91.03725977443771,3295.3749434785154,664.7783974671879,12466.427148216033,26.167472270771277,26.306062564175072,277.99576008071045,144.38800583814609
92.02928582687798,3180.210006820944,391.89049863824226,12466.40192084747,11.146015124260778,15.069652247073073,142.3377368861893,109.71776990936075
98.38667798337241,1701.2690526916224,219.7967724247582,4790.725741279981,18.307411986527338,-9.67618153859955,117.28832273220105,9045.704778107167
105.13112631692734,1991.507050808803,213.55571480443325,8643.354831330058,7.905965834650119,5.960857645737969,174.49863959000814,4902.1957981286905
88.72719265079442,3606.496549001128,879.9176733311714,2311.7547203339936,32.19536848538246,27.509618669464842,293.16945946014295,9564.881302382239
79.33441480322426,3169.7312335492243,489.1976615796739,9533.129840689835,31.07076499920473,-0.5942414758209189,289.14871278010304,4524.975851033756
83.34286645766598,3138.081716057686,603.8666711768069,12509.835203142751,22.158085707040122,38.0938628935961,232.68042120663114,0.0
103.88359251755749,1806.715228995673,938.6524968736305,2812.7262730833736,20.82057383579787,34.83145721605674,149.78425778622935,9329.975329424527
75.83453940315046,3376.0129230233065,329.8192343289542,4845.705694871277,21.219861678680953,28.911936439797707,264.43851251092894,7729.537849825911
95.09024313354729,2075.253386297313,787.5437368844364,6734.014255836492,6.311337253637008,-6.072582074984236,125.81489351374941,5990.171064930344
70.5234353537124,2204.1715604779297,523.4182856543998,12676.200961887213,17.88857384797611,7.6918648816689945,192.0429134220993,637.1819468434414
79.82677313816971,1862.6832670021781,291.4791932072237,10970.550168610147,9.4976393480373,4.9098672554455245,53.82805309073163,2721.757187687245
93.65633990005838,1364.1707411177258,867.6745125223669,4753.055823600328,11.467732677120788,-3.118734079561544,198.38629402857123,9037.122585813824
88.25648160010684,2261.180688987394,711.9542561047754,3645.5033050558054,38.674084803984876,39.98094475434218,82.8317748085052,10506.62871378102
89.74197960972926,1050.8185057671058,185.42951431920113,10435.570650691816,14.16248233370792,-2.640118252360409,231.5258944964684,2765.145867109571
96.42248201838424,2367.7307182817794,587.581475760084,7198.311975601985,21.92687410661494,5.76637732715,124.21204839417203,5924.886934409722
79.38344097674269,3175.019314309459,866.5874669739339,8903.313368241039,36.07273677182353,34.007072628385316,119.52293536400019,4573.214635159017
81.2321976130601,3882.2350982934254,160.24132739938767,9730.461889140828,19.472198437727563,-2.7807319600724103,223.97329423427433,2340.3283431227273
97.37832829711385,1235.8394336981003,474.64731750299114,8380.301002978762,23.5016348866709,13.476398597686536,127.595591750964,4556.014823319384
